Desired=Unknown/Install/Remove/Purge/Hold
| Status=Not/Inst/Conf-files/Unpacked/halF-conf/Half-inst/trig-aWait/Trig-pend
|/ Err?=(none)/Reinst-required (Status,Err: uppercase=bad)
||/ Name                                     Version                              Architecture Description
+++-========================================-====================================-============-===========================================================================================================================================================================================================================================================
ii  1password                                8.12.32                              amd64        
ii  libboost-graph-parallel1.83.0            1.83.0-4.2                           amd64        generic graph components and algorithms in C++
ii  libboost-graph1.83-dev:amd64             1.83.0-4.2                           amd64        generic graph components and algorithms in C++
ii  libboost-graph1.83.0:amd64               1.83.0-4.2                           amd64        generic graph components and algorithms in C++
ii  libboost-iostreams-dev:amd64             1.83.0.2+b2                          amd64        Boost.Iostreams Library development files (default version)
ii  libboost-iostreams1.83-dev:amd64         1.83.0-4.2                           amd64        Boost.Iostreams Library development files
ii  libboost-iostreams1.83.0:amd64           1.83.0-4.2                           amd64        Boost.Iostreams Library
ii  libboost-json-dev:amd64                  1.83.0.2+b2                          amd64        C++ containers and algorithms that implement JSON (default version)
ii  libboost-json1.83-dev:amd64              1.83.0-4.2                           amd64        C++ containers and algorithms that implement JSON
ii  libboost-json1.83.0:amd64                1.83.0-4.2                           amd64        C++ containers and algorithms that implement JSON
ii  libboost-locale-dev:amd64                1.83.0.2+b2                          amd64        C++ facilities for localization (default version)
ii  libboost-locale1.83-dev:amd64            1.83.0-4.2                           amd64        C++ facilities for localization
ii  libboost-locale1.83.0:amd64              1.83.0-4.2                           amd64        C++ facilities for localization
ii  libboost-log-dev                         1.83.0.2+b2                          amd64        C++ logging library (default version)
ii  libboost-log1.83-dev                     1.83.0-4.2                           amd64        C++ logging library
ii  libboost-log1.83.0                       1.83.0-4.2                           amd64        C++ logging library
ii  libboost-math-dev:amd64                  1.83.0.2+b2                          amd64        Boost.Math Library development files (default version)
ii  libboost-math1.83-dev:amd64              1.83.0-4.2                           amd64        Boost.Math Library development files
ii  libboost-math1.83.0:amd64                1.83.0-4.2                           amd64        Boost.Math Library
ii  libboost-mpi-dev                         1.83.0.2+b2                          amd64        C++ interface to the Message Passing Interface (MPI) (default version)
ii  libboost-mpi-python-dev                  1.83.0.2+b2                          amd64        C++ interface to the Message Passing Interface (MPI), Python Bindings (default version)
ii  libboost-mpi-python1.83-dev              1.83.0-4.2                           amd64        C++ interface to the Message Passing Interface (MPI), Python Bindings
ii  libboost-mpi-python1.83.0                1.83.0-4.2                           amd64        C++ interface to the Message Passing Interface (MPI), Python Bindings
ii  libboost-mpi1.83-dev                     1.83.0-4.2                           amd64        C++ interface to the Message Passing Interface (MPI)
ii  libboost-mpi1.83.0                       1.83.0-4.2                           amd64        C++ interface to the Message Passing Interface (MPI)
ii  libboost-nowide-dev                      1.83.0.2+b2                          amd64        Standard library functions with UTF-8 API on Windows development files (default version)
ii  libboost-nowide1.83-dev                  1.83.0-4.2                           amd64        Standard library functions with UTF-8 API on Windows development files
ii  libboost-nowide1.83.0                    1.83.0-4.2                           amd64        Standard library functions with UTF-8 API on Windows
ii  libboost-numpy-dev                       1.83.0.2+b2                          amd64        Boost.Python NumPy extensions development files (default version)
ii  libboost-numpy1.83-dev                   1.83.0-4.2                           amd64        Boost.Python NumPy extensions development files
ii  libboost-numpy1.83.0                     1.83.0-4.2                           amd64        Boost.Python NumPy extensions
ii  libboost-program-options-dev:amd64       1.83.0.2+b2                          amd64        program options library for C++ (default version)
ii  libboost-program-options1.83-dev:amd64   1.83.0-4.2                           amd64        program options library for C++
ii  libboost-program-options1.83.0:amd64     1.83.0-4.2                           amd64        program options library for C++
ii  libboost-python-dev                      1.83.0.2+b2                          amd64        Boost.Python Library development files (default version)
ii  libboost-python1.83-dev                  1.83.0-4.2                           amd64        Boost.Python Library development files
ii  libboost-python1.83.0                    1.83.0-4.2                           amd64        Boost.Python Library
ii  libboost-random-dev:amd64                1.83.0.2+b2                          amd64        Boost Random Number Library (default version)
ii  libboost-random1.83-dev:amd64            1.83.0-4.2                           amd64        Boost Random Number Library
ii  libboost-random1.83.0:amd64              1.83.0-4.2                           amd64        Boost Random Number Library
ii  libboost-regex-dev:amd64                 1.83.0.2+b2                          amd64        regular expression library for C++ (default version)
ii  libboost-regex1.83-dev:amd64             1.83.0-4.2                           amd64        regular expression library for C++
ii  libboost-regex1.83.0:amd64               1.83.0-4.2                           amd64        regular expression library for C++
ii  libboost-serialization-dev:amd64         1.83.0.2+b2                          amd64        serialization library for C++ (default version)
ii  libboost-serialization1.83-dev:amd64     1.83.0-4.2                           amd64        serialization library for C++
ii  libboost-serialization1.83.0:amd64       1.83.0-4.2                           amd64        serialization library for C++
ii  libboost-stacktrace-dev:amd64            1.83.0.2+b2                          amd64        library to capture and print stack traces - development files (default version)
ii  libboost-stacktrace1.83-dev:amd64        1.83.0-4.2                           amd64        library to capture and print stack traces - development files
ii  libboost-stacktrace1.83.0:amd64          1.83.0-4.2                           amd64        library to capture and print stack traces
ii  libboost-system-dev:amd64                1.83.0.2+b2                          amd64        Operating system (e.g. diagnostics support) library (default version)
ii  libboost-system1.83-dev:amd64            1.83.0-4.2                           amd64        Operating system (e.g. diagnostics support) library
ii  libboost-system1.83.0:amd64              1.83.0-4.2                           amd64        Operating system (e.g. diagnostics support) library
ii  libboost-test-dev:amd64                  1.83.0.2+b2                          amd64        components for writing and executing test suites (default version)
ii  libboost-test1.83-dev:amd64              1.83.0-4.2                           amd64        components for writing and executing test suites
ii  libboost-test1.83.0:amd64                1.83.0-4.2                           amd64        components for writing and executing test suites
ii  libboost-thread-dev:amd64                1.83.0.2+b2                          amd64        portable C++ multi-threading (default version)
ii  libboost-thread1.83-dev:amd64            1.83.0-4.2                           amd64        portable C++ multi-threading
ii  libboost-thread1.83.0:amd64              1.83.0-4.2                           amd64        portable C++ multi-threading
ii  libboost-timer-dev:amd64                 1.83.0.2+b2                          amd64        C++ wall clock and CPU process timers (default version)
ii  libboost-timer1.83-dev:amd64             1.83.0-4.2                           amd64        C++ wall clock and CPU process timers
ii  libboost-timer1.83.0:amd64               1.83.0-4.2                           amd64        C++ wall clock and CPU process timers
ii  libboost-tools-dev                       1.83.0.2+b2                          amd64        Boost C++ Libraries development tools (default version)
ii  libboost-type-erasure-dev:amd64          1.83.0.2+b2                          amd64        C++ runtime polymorphism based on concepts (default version)
ii  libboost-type-erasure1.83-dev:amd64      1.83.0-4.2                           amd64        C++ runtime polymorphism based on concepts
ii  libboost-type-erasure1.83.0:amd64        1.83.0-4.2                           amd64        C++ runtime polymorphism based on concepts
ii  libboost-url-dev:amd64                   1.83.0.2+b2                          amd64        C++ library that implements "URL" (default version)
ii  libboost-url1.83-dev:amd64               1.83.0-4.2                           amd64        C++ library that implements "URL"
ii  libboost-url1.83.0:amd64                 1.83.0-4.2                           amd64        C++ library that implements "URL"
ii  libboost-wave-dev:amd64                  1.83.0.2+b2                          amd64        C99/C++ preprocessor library (default version)
ii  libboost-wave1.83-dev:amd64              1.83.0-4.2                           amd64        C99/C++ preprocessor library
ii  libboost-wave1.83.0:amd64                1.83.0-4.2                           amd64        C99/C++ preprocessor library
ii  libboost1.83-dev:amd64                   1.83.0-4.2                           amd64        Boost C++ Libraries development files
ii  libboost1.83-tools-dev                   1.83.0-4.2                           amd64        Boost C++ Libraries development tools
ii  libbpf1:amd64                            1:1.5.0-3                            amd64        eBPF helper library (shared library)
ii  libbrlapi0.8:amd64                       6.7-3.1+deb13u3                      amd64        braille display access via BRLTTY - shared library
ii  libbrotli-dev:amd64                      1.1.0-2+b7                           amd64        library implementing brotli encoder and decoder (development files)
ii  libbrotli1:amd64                         1.1.0-2+b7                           amd64        library implementing brotli encoder and decoder (shared libraries)
ii  libbrotli1:i386                          1.1.0-2+b7                           i386         library implementing brotli encoder and decoder (shared libraries)
ii  libbs2b0:amd64                           3.1.0+dfsg-8+b1                      amd64        Bauer stereophonic-to-binaural DSP library
ii  libbsd0:amd64                            0.12.2-2                             amd64        utility functions from BSD systems - shared library
ii  libbsd0:i386                             0.12.2-2                             i386         utility functions from BSD systems - shared library
ii  libbsh-java                              2.0b4-20                             all          Java scripting environment (BeanShell) Version 2 (library)
ii  libburn4t64:amd64                        1.5.6-1.1+b1                         amd64        library to provide CD/DVD/BD writing functions
ii  libbytesize-common                       2.11-2                               all          library for common operations with sizes in bytes - translations
ii  libbytesize1:amd64                       2.11-2                               amd64        library for common operations with sizes in bytes
ii  libbz2-1.0:amd64                         1.0.8-6                              amd64        high-quality block-sorting file compressor library - runtime
ii  libbz2-1.0:i386                          1.0.8-6                              i386         high-quality block-sorting file compressor library - runtime
ii  libbz2-dev:amd64                         1.0.8-6                              amd64        high-quality block-sorting file compressor library - development
ii  libc-bin                                 2.42-16                              amd64        GNU C Library: Binaries
ii  libc-dev-bin                             2.42-16                              amd64        GNU C Library: Development binaries
ii  libc-devtools                            2.42-16                              amd64        GNU C Library: Development tools
ii  libc-gconv-modules-extra:amd64           2.42-16                              amd64        GNU C Library: Non-essential gconv modules
ii  libc-gconv-modules-extra:i386            2.42-16                              i386         GNU C Library: Non-essential gconv modules
ii  libc-l10n                                2.42-16                              all          GNU C Library: localization files
ii  libc6:amd64                              2.42-16                              amd64        GNU C Library: Shared libraries
ii  libc6:i386                               2.42-16                              i386         GNU C Library: Shared libraries
ii  libc6-dev:amd64                          2.42-16                              amd64        GNU C Library: Development Libraries and Header Files
ii  libc6-i386                               2.42-16                              amd64        GNU C Library: 32-bit shared libraries for AMD64
ii  libcaca0:amd64                           0.99.beta20-5+deb13u1                amd64        colour ASCII art library
ii  libcaca0:i386                            0.99.beta20-5+deb13u1                i386         colour ASCII art library
ii  libcacard0:amd64                         1:2.8.0-3+b2                         amd64        Virtual Common Access Card (CAC) Emulator (runtime library)
ii  libcaf-openmpi-3t64:amd64                2.10.2+ds-4                          amd64        Co-Array Fortran libraries  (OpenMPI)
ii  libcairo-gobject2:amd64                  1.18.4-1+b1                          amd64        Cairo 2D vector graphics library (GObject library)
ii  libcairo-gobject2:i386                   1.18.4-1+b1                          i386         Cairo 2D vector graphics library (GObject library)
ii  libcairo-script-interpreter2:amd64       1.18.4-1+b1                          amd64        Cairo 2D vector graphics library (script interpreter)
ii  libcairo2:amd64                          1.18.4-1+b1                          amd64        Cairo 2D vector graphics library
ii  libcairo2:i386                           1.18.4-1+b1                          i386         Cairo 2D vector graphics library
ii  libcairo2-dev:amd64                      1.18.4-1+b1                          amd64        Development files for the Cairo 2D graphics library
ii  libcairomm-1.0-1v5:amd64                 1.14.5-2+b1                          amd64        C++ wrappers for Cairo (shared libraries)
ii  libcairomm-1.16-1:amd64                  1.18.0-2                             amd64        C++ wrappers for Cairo (shared libraries)
ii  libcanberra-gtk3-0:amd64                 0.30-18                              amd64        GTK+ 3.0 helper for playing widget event sounds with libcanberra
ii  libcanberra-gtk3-module:amd64            0.30-18                              amd64        translates GTK3 widgets signals to event sounds
ii  libcanberra0:amd64                       0.30-18                              amd64        simple abstract interface for playing event sounds
ii  libcap-dev:amd64                         1:2.75-10+deb13u1+b1                 amd64        POSIX 1003.1e capabilities (development)
ii  libcap-ng0:amd64                         0.8.5-4+b1                           amd64        alternate POSIX capabilities library
ii  libcap2:amd64                            1:2.75-10+deb13u1+b1                 amd64        POSIX 1003.1e capabilities (library)
ii  libcap2:i386                             1:2.75-10+deb13u1+b1                 i386         POSIX 1003.1e capabilities (library)
ii  libcap2-bin                              1:2.75-10+deb13u1+b1                 amd64        POSIX 1003.1e capabilities (utilities)
ii  libcapi20-3t64:amd64                     1:3.27-3.2+b1                        amd64        ISDN utilities - CAPI support libraries
ii  libcapi20-3t64:i386                      1:3.27-3.2+b1                        i386         ISDN utilities - CAPI support libraries
ii  libcapstone5:amd64                       5.0.7-1~deb13u1                      amd64        lightweight multi-architecture disassembly framework - library
ii  libcapture-tiny-perl                     0.50-1                               all          module to capture STDOUT and STDERR
ii  libcares2:amd64                          1.34.5-1+deb13u1                     amd64        asynchronous name resolver
ii  libcarp-clan-perl                        6.08-2                               all          Perl enhancement to Carp error logging facilities
ii  libcbor0.10:amd64                        0.10.2-2                             amd64        library for parsing and generating CBOR (RFC 7049)
ii  libcc1-0:amd64                           14.2.0-19                            amd64        GCC cc1 plugin for GDB
ii  libcddb2                                 1.3.2-7.1                            amd64        library to access CDDB data - runtime files
ii  libcdi-api-java                          1.2-4                                all          Contexts and Dependency Injection for Java EE
ii  libcdio-cdda2t64:amd64                   10.2+2.0.2-1+b1                      amd64        library to read and control digital audio CDs
ii  libcdio-paranoia2t64:amd64               10.2+2.0.2-1+b1                      amd64        library to read digital audio CDs with error correction
ii  libcdio19t64:amd64                       2.2.0-4.1~deb13u1                    amd64        library to read and control CD-ROM
ii  libcdparanoia0:amd64                     3.10.2+debian-14+b1                  amd64        audio extraction tool for sampling CDs (library)
ii  libcdparanoia0:i386                      3.10.2+debian-14+b1                  i386         audio extraction tool for sampling CDs (library)
ii  libcgi-fast-perl                         1:2.17-1                             all          CGI subclass for work with FCGI
ii  libcgi-pm-perl                           4.68-1                               all          module for Common Gateway Interface applications
ii  libchafa0t64:amd64                       1.14.5-1                             amd64        library for image-to-text converter chafa
ii  libchm1                                  2:0.40a-8.1                          amd64        library for dealing with Microsoft CHM files
ii  libchromaprint1:amd64                    1.5.1-7                              amd64        audio fingerprint library
ii  libchromaprint1:i386                     1.5.1-7                              i386         audio fingerprint library
ii  libcjson1:amd64                          1.7.18-3.1+deb13u1                   amd64        Ultralightweight JSON parser in ANSI C
ii  libcjson1:i386                           1.7.18-3.1+deb13u1                   i386         Ultralightweight JSON parser in ANSI C
ii  libclang-common-14-dev                   1:14.0.6-12                          all          Clang library - Common development package
ii  libclang-common-19-dev:amd64             1:19.1.7-3+b1                        amd64        Clang library - Common development package
ii  libclang-cpp14                           1:14.0.6-12                          amd64        C++ interface to the Clang library
ii  libclang-cpp19                           1:19.1.7-3+b1                        amd64        C++ interface to the Clang library
ii  libclang-rt-14-dev:amd64                 1:14.0.6-20                          amd64        Compiler-rt - development package
ii  libclang-rt-19-dev:amd64                 1:19.1.7-3+b1                        amd64        Compiler-rt - development package
ii  libclang1-14                             1:14.0.6-12                          amd64        C interface to the Clang library
ii  libclang1-19                             1:19.1.7-3+b1                        amd64        C interface to the Clang library
ii  libclass-c3-perl                         0.35-2                               all          pragma for using the C3 method resolution order
ii  libclass-c3-xs-perl                      0.15-1+b6                            amd64        Perl module to accelerate Class::C3
ii  libclass-data-inheritable-perl           0.10-1                               all          Perl module to create accessors to class data
ii  libclass-inspector-perl                  1.36-3                               all          Perl module that provides information about classes
ii  libclass-method-modifiers-perl           2.15-1                               all          Perl module providing method modifiers
ii  libclass-xsaccessor-perl                 1.19-4+b5                            amd64        Perl module providing fast XS accessors
ii  libcli11-dev                             2.4.1+ds-2                           all          Command line parser for C++11 and beyond
ii  libclone-perl:amd64                      0.47-1+b1                            amd64        module for recursively copying Perl datatypes
ii  libcloudproviders-dev:amd64              0.3.6-2                              amd64        cloud provider library - development files
ii  libcloudproviders0:amd64                 0.3.6-2                              amd64        cloud provider library
ii  libcloudproviders0:i386                  0.3.6-2                              i386         cloud provider library
ii  libcoarrays-dev:amd64                    2.10.2+ds-4                          amd64        Co-Array Fortran libraries
ii  libcoarrays-openmpi-dev:amd64            2.10.2+ds-4                          amd64        Co-Array Fortran libraries  - development files (OpenMPI)
ii  libcodec2-1.0:amd64                      1.0.5-1                              amd64        Codec2 runtime library
ii  libcodec2-1.2:amd64                      1.2.0-3                              amd64        Codec2 runtime library
ii  libcodec2-1.2:i386                       1.2.0-3                              i386         Codec2 runtime library
ii  libcolord2:amd64                         1.4.7-3                              amd64        system service to manage device colour profiles -- runtime
ii  libcolord2:i386                          1.4.7-3                              i386         system service to manage device colour profiles -- runtime
ii  libcolorhug2:amd64                       1.4.7-3                              amd64        library to access the ColorHug colourimeter -- runtime
ii  libcom-err2:amd64                        1.47.2-3+b11                         amd64        common error description library
ii  libcom-err2:i386                         1.47.2-3+b11                         i386         common error description library
ii  libcommon-sense-perl:amd64               3.75-3+b5                            amd64        module that implements some sane defaults for Perl programs
ii  libcommons-cli-java                      1.6.0-1                              all          Command line arguments and options parsing library
ii  libcommons-codec-java                    1.18.0-1                             all          encoder and decoders such as Base64 and hexadecimal codec
ii  libcommons-collections3-java             3.2.2-3                              all          Apache Commons Collections - Extended Collections API for Java
ii  libcommons-compress-java                 1.27.1-2                             all          Java API for working with compression and archive formats
ii  libcommons-io-java                       2.19.0-1                             all          Common useful IO related classes
ii  libcommons-lang-java                     2.6-10+deb13u1                       all          Commons Lang - an extension of the java.lang package
ii  libcommons-lang3-java                    3.17.0-1+deb13u1                     all          Apache Commons Lang utility classes
ii  libcommons-logging-java                  1.3.0-2                              all          common wrapper interface for several logging APIs
ii  libcommons-parent-java                   56-1                                 all          Maven metadata for Apache Commons project
ii  libcommons-text-java                     1.13.1-1                             all          Apache Commons Text
rc  libcommons-validator-java                1:1.9.0-1                            all          ease and speed development and maintenance of validation rules
ii  libcompel1:amd64                         4.1.1-1                              amd64        execute arbitrary code in the context of a foreign process (library)
ii  libcompfaceg1                            1:1.5.2-6.1                          amd64        Compress/decompress images for mailheaders, libc6 runtime
ii  libconfig++11:amd64                      1.7.3-2                              amd64        parsing/manipulation of structured configuration files (C++ binding)
ii  libconfig-tiny-perl                      2.30-1                               all          Read/Write .ini style files with as little code as possible
ii  libconst-fast-perl                       0.014-2                              all          facility for creating read-only scalars, arrays, and hashes
ii  libcontextual-return-perl                0.004014-4                           all          module for creating context-sensitive return values
ii  libconvert-binhex-perl                   1.125-3                              all          Perl5 module for extracting data from macintosh BinHex files
ii  libcourier-unicode8:amd64                2.3.2-1                              amd64        Courier Unicode library (shared runtime library)
ii  libcowsql0:amd64                         1.15.8-1                             amd64        Embeddable, replicated and fault tolerant SQL engine - shared library
ii  libcpanel-json-xs-perl:amd64             4.39-2~deb13u1                       amd64        module for fast and correct serialising to JSON
ii  libcpuinfo0:amd64                        0.0~git20250327.39ea79a-1            amd64        CPU INFOrmation library (shared object)
ii  libcrack2:amd64                          2.9.6-5.2+b1                         amd64        pro-active password checker library
ii  libcriu2:amd64                           4.1.1-1                              amd64        checkpoint and restore in userspace (library)
rc  libcrypt-dev:amd64                       1:4.4.38-1                           amd64        libcrypt development files
ii  libcrypt-rc4-perl                        2.02-5                               all          Perl implementation of the RC4 encryption algorithm
ii  libcrypt1:amd64                          1:4.4.38-1                           amd64        libcrypt shared library
ii  libcrypt1:i386                           1:4.4.38-1                           i386         libcrypt shared library
ii  libcryptsetup12:amd64                    2:2.7.5-2                            amd64        disk encryption support - shared library
ii  libctf-nobfd0:amd64                      2.44-3                               amd64        Compact C Type Format library (runtime, no BFD dependency)
ii  libctf0:amd64                            2.44-3                               amd64        Compact C Type Format library (runtime, BFD dependency)
ii  libcublas-13-1                           13.2.2.2-1                           amd64        CUBLAS native runtime libraries
ii  libcublas-dev-13-1                       13.2.2.2-1                           amd64        CUBLAS native dev links, headers
ii  libcuda1:amd64                           610.57.04-1                          amd64        NVIDIA CUDA Driver Library
ii  libcuda1:i386                            610.57.04-1                          i386         NVIDIA CUDA Driver Library
ii  libcudadebugger1:amd64                   610.57.04-1                          amd64        NVIDIA CUDA Debugger Library
ii  libcufft-13-1                            12.1.0.78-1                          amd64        CUFFT native runtime libraries
ii  libcufft-dev-13-1                        12.1.0.78-1                          amd64        CUFFT native dev links, headers
ii  libcufile-13-1                           1.16.1.26-1                          amd64        Library for GPU Direct Storage with CUDA 13.1
rc  libcufile-13-2                           1.17.0.44-1                          amd64        Library for GPU Direct Storage with CUDA 13.2
ii  libcufile-dev-13-1                       1.16.1.26-1                          amd64        Library for GPU Direct Storage native dev links, headers
ii  libcuobjclient-13-1                      1.0.0.26-1                           amd64        Accelerating S3 like Object storage use cases that are relevant for HPC, Analytics and AI workloads using GPUDirect Storage technology
ii  libcuobjclient-dev-13-1                  1.0.0.26-1                           amd64        Accelerating S3 like Object storage use cases that are relevant for HPC, Analytics and AI workloads using GPUDirect Storage technology
ii  libcups2t64:amd64                        2.4.10-3+deb13u2                     amd64        Common UNIX Printing System(tm) - Core library
ii  libcups2t64:i386                         2.4.10-3+deb13u2                     i386         Common UNIX Printing System(tm) - Core library
ii  libcupsfilters1t64:amd64                 1.28.17-6+deb13u1                    amd64        OpenPrinting CUPS Filters - Shared library
ii  libcurand-13-1                           10.4.1.81-1                          amd64        CURAND native runtime libraries
ii  libcurand-dev-13-1                       10.4.1.81-1                          amd64        CURAND native dev links, headers
ii  libcurl3-nss:amd64                       7.88.1-10+deb12u14                   amd64        easy-to-use client-side URL transfer library (NSS flavour)
ii  libcurl3t64-gnutls:amd64                 8.14.1-2+deb13u4                     amd64        easy-to-use client-side URL transfer library (GnuTLS flavour)
ii  libcurl3t64-gnutls:i386                  8.14.1-2+deb13u4                     i386         easy-to-use client-side URL transfer library (GnuTLS flavour)
ii  libcurl4t64:amd64                        8.14.1-2+deb13u4                     amd64        easy-to-use client-side URL transfer library (OpenSSL flavour)
ii  libcurl4t64:i386                         8.14.1-2+deb13u4                     i386         easy-to-use client-side URL transfer library (OpenSSL flavour)
ii  libcusolver-13-1                         12.0.9.81-1                          amd64        CUDA solver native runtime libraries
ii  libcusolver-dev-13-1                     12.0.9.81-1                          amd64        CUDA solver native dev links, headers
ii  libcusparse-13-1                         12.7.3.1-1                           amd64        CUSPARSE native runtime libraries
ii  libcusparse-dev-13-1                     12.7.3.1-1                           amd64        CUSPARSE native dev links, headers
ii  libdaemon0:amd64                         0.14-7.1+b3                          amd64        lightweight C library for daemons - runtime library
ii  libdata-dpath-perl                       0.60-1                               all          DPath is like XPath but for Perl data structures
ii  libdata-dump-perl                        1.25-1                               all          Perl module to help dump data structures
ii  libdata-messagepack-perl                 1.02-2                               amd64        MessagePack serializing/deserializing
ii  libdata-optlist-perl                     0.114-1                              all          module to parse and validate simple name/value option pairs
ii  libdata-validate-domain-perl             0.15-1                               all          perl domain name validation functions
ii  libdata-validate-ip-perl                 0.31-1                               all          Perl module for IP validation
ii  libdata-validate-uri-perl                0.07-3                               all          common URI validation methods
ii  libdate-calc-perl                        6.4-2                                all          Perl library for accessing dates
ii  libdate-calc-xs-perl:amd64               6.4-2+b4                             amd64        Perl library for accessing dates
ii  libdate-manip-perl                       6.98-1                               all          module for manipulating dates
ii  libdatrie-dev:amd64                      0.2.13-3+b1                          amd64        Development files for double-array trie library
ii  libdatrie1:amd64                         0.2.13-3+b1                          amd64        Double-array trie library
ii  libdatrie1:i386                          0.2.13-3+b1                          i386         Double-array trie library
ii  libdav1d-dev:amd64                       1.5.1-1                              amd64        fast and small AV1 video stream decoder (development files)
ii  libdav1d6:amd64                          1.0.0-2+deb12u1                      amd64        fast and small AV1 video stream decoder (shared library)
ii  libdav1d7:amd64                          1.5.1-1                              amd64        fast and small AV1 video stream decoder (shared library)
ii  libdav1d7:i386                           1.5.1-1                              i386         fast and small AV1 video stream decoder (shared library)
ii  libdaxctl1:amd64                         81-1                                 amd64        Utility library for managing the device DAX subsystem
ii  libdb5.3t64:amd64                        5.3.28+dfsg2-9                       amd64        Berkeley v5.3 Database Libraries [runtime]
ii  libdb5.3t64:i386                         5.3.28+dfsg2-9                       i386         Berkeley v5.3 Database Libraries [runtime]
ii  libdbus-1-3:amd64                        1.16.2-2                             amd64        simple interprocess messaging system (library)
ii  libdbus-1-3:i386                         1.16.2-2                             i386         simple interprocess messaging system (library)
ii  libdbus-1-dev:amd64                      1.16.2-2                             amd64        simple interprocess messaging system (development headers)
ii  libdbus-glib-1-2:amd64                   0.114-1                              amd64        deprecated library for D-Bus IPC
ii  libdbusmenu-glib4:amd64                  18.10.20180917~bzr492+repack1-4      amd64        library for passing menus over DBus
ii  libdbusmenu-gtk3-4:amd64                 18.10.20180917~bzr492+repack1-4      amd64        library for passing menus over DBus - GTK-3+ version
ii  libdbusmenu-gtk4:amd64                   18.10.20180917~bzr492+repack1-3      amd64        library for passing menus over DBus - GTK-2+ version
ii  libdc1394-25:amd64                       2.2.6-5                              amd64        high level programming interface for IEEE 1394 digital cameras
ii  libdca0:amd64                            0.0.7-2+b2                           amd64        decoding library for DTS Coherent Acoustics streams
ii  libdconf1:amd64                          0.40.0-5                             amd64        simple configuration storage system - runtime library
ii  libde265-0:amd64                         1.0.15-1+deb13u1                     amd64        Open H.265 video codec implementation
ii  libde265-0:i386                          1.0.15-1+deb13u1                     i386         Open H.265 video codec implementation
ii  libdebconfclient0:amd64                  0.280                                amd64        Debian Configuration Management System (C-implementation library)
ii  libdebhelper-perl                        13.24.2                              all          debhelper perl modules
rc  libdebuginfod-common                     0.192-4                              all          configuration to enable the Debian debug info server
ii  libdecor-0-0:amd64                       0.2.2-2                              amd64        client-side window decoration library
ii  libdecor-0-0:i386                        0.2.2-2                              i386         client-side window decoration library
ii  libdecor-0-dev:amd64                     0.2.2-2                              amd64        client-side window decoration library - development files
ii  libdecor-0-plugin-1-cairo:amd64          0.2.2-2                              amd64        libdecor decoration plugin using Cairo
ii  libdecor-0-plugin-1-gtk:i386             0.2.2-2                              i386         libdecor decoration plugin using GTK
ii  libdeflate-dev:amd64                     1.23-2                               amd64        headers for whole-buffer compression and decompression library
ii  libdeflate0:amd64                        1.23-2                               amd64        fast, whole-buffer DEFLATE-based compression and decompression
ii  libdeflate0:i386                         1.23-2                               i386         fast, whole-buffer DEFLATE-based compression and decompression
ii  libdevel-callchecker-perl:amd64          0.009-2                              amd64        custom op checking attached to subroutines
ii  libdevel-caller-perl:amd64               2.07-1+b3                            amd64        module providing enhanced caller() support
ii  libdevel-globaldestruction-perl          0.14-4                               all          module to expose the flag that marks global destruction
ii  libdevel-lexalias-perl                   0.05-3+b4                            amd64        Perl module that provides alias lexical variables
ii  libdevel-size-perl                       0.84-1+b1                            amd64        Perl extension for finding the memory usage of Perl variables
ii  libdevel-stacktrace-perl                 2.0500-1                             all          Perl module containing stack trace and related objects
ii  libdevmapper-event1.02.1:amd64           2:1.02.205-2                         amd64        Linux Kernel Device Mapper event support library
ii  libdevmapper1.02.1:amd64                 2:1.02.205-2                         amd64        Linux Kernel Device Mapper userspace library
ii  libdigest-perl-md5-perl                  1.9-5                                all          Perl Implementation of Rivest's MD5 algorithm
ii  libdiscover2                             2.1.2-10.1                           amd64        hardware identification library
ii  libdisplay-info2:amd64                   0.2.0-2                              amd64        EDID and DisplayID library (shared library)
ii  libdist-checkconflicts-perl              0.11-2                               all          module for declaring version conflicts for a distribution
ii  libdistro-info-perl                      1.13                                 all          information about distributions' releases (Perl module)
ii  libdjvulibre-text                        3.5.28-2.2                           all          Linguistic support files for libdjvulibre
ii  libdjvulibre21:amd64                     3.5.28-2.2                           amd64        Runtime support for the DjVu image format
ii  libdnnl3.6:amd64                         3.7.2+ds-2                           amd64        oneAPI Deep Neural Network Library (oneDNN) (lib)
ii  libdouble-conversion3:amd64              3.3.1-1                              amd64        routines to convert IEEE floats to and from strings
ii  libdoxia-core-java                       2.0.0-1                              all          Doxia content generation framework (core)
ii  libdpkg-perl                             1.22.22                              all          Dpkg perl modules
ii  libdrm-amdgpu1:amd64                     2.4.124-2                            amd64        Userspace interface to amdgpu-specific kernel DRM services -- runtime
ii  libdrm-amdgpu1:i386                      2.4.124-2                            i386         Userspace interface to amdgpu-specific kernel DRM services -- runtime
ii  libdrm-common                            2.4.124-2                            all          Userspace interface to kernel DRM services -- common files
ii  libdrm-dev:amd64                         2.4.124-2                            amd64        Userspace interface to kernel DRM services -- development files
ii  libdrm-intel1:amd64                      2.4.124-2                            amd64        Userspace interface to intel-specific kernel DRM services -- runtime
ii  libdrm-intel1:i386                       2.4.124-2                            i386         Userspace interface to intel-specific kernel DRM services -- runtime
